SKU,START_DATE,END_DATE,DATE_QUALIFIER,DISCONTINUED,BRAND,PRODUCT_GROUP1,PRODUCT_GROUP2,PRODUCT_GROUP3,PRODUCT_GROUP4,PRODUCT_GROUP1_QTY,PRODUCT_GROUP2_QTY,PRODUCT_GROUP3_QTY,PRODUCT_GROUP4_QTY,DEPARTMENT1,ROOM1,ROOM2,ROOM3,ROOM4,ROOM5,ROOM6,CATEGORY1,CATEGORY2,CATEGORY3,CATEGORY4,CATEGORY5,CATEGORY6,COLLECTION,FINISH1,FINISH2,FINISH3,MATERIAL,MOTION_TYPE1,MOTION_TYPE2,SECTIONAL,TYPE1,SUBTYPE1A,SUBTYPE1B,TYPE2,SUBTYPE2A,SUBTYPE2B,TYPE3,SUBTYPE3A,SUBTYPE3B,STYLE,SUITE,COUNTRY_OF_ORIGIN,MADE_IN_USA,BED_SIZE1,FEATURES1,TABLE_TYPE,SEAT_TYPE,WIDTH,DEPTH,HEIGHT,LENGTH,INSIDE_WIDTH,INSIDE_DEPTH,INSIDE_HEIGHT,WEIGHT,VOLUME,DIAMETER,ARM_HEIGHT,SEAT_DEPTH,SEAT_HEIGHT,SEAT_WIDTH,HEADBOARD_HEIGHT,FOOTBOARD_HEIGHT,NUMBER_OF_DRAWERS,NUMBER_OF_LEAVES,NUMBER_OF_SHELVES,CARTON_WIDTH,CARTON_DEPTH,CARTON_HEIGHT,CARTON_WEIGHT,CARTON_VOLUME,CARTON_LENGTH,PHOTO1,PHOTO2,PHOTO3,PHOTO4,PHOTO5,PHOTO6,PHOTO7,PHOTO8,PHOTO9,PHOTO10,INFO1,INFO2,INFO3,INFO4,INFO5,DESCRIPTION,PRODUCT_DESCRIPTION,SPECIFICATIONS,CONSTRUCTION,COLLECTION_FEATURES,WARRANTY,ADDITIONAL_INFORMATION,DISCLAIMER,VIEWTYPE,ITEM_URL
7150,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,39.5,42.5,,21,20,,,,,25,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1-6-2016_11-55-59_AM_1_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1-6-2016_11-55-59_AM_2_HR.jpg,,,,,,,,,,,,,,WESTWOOD RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=7150
6810-O,,,,,,,,,,,,,,,,,,,,,Stationary Lounge Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,21.5,18,,,,,,,,,,,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6810-O_Ramshorn_HydParBroBur_BogCoc_Esp_1022_HR_53246.jpg,,,,,,,,,,,,,,,RAMSHORN OTTOMAN,,,,,,Shown with DD nails. Standard with A nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6810-O
5699-1,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,36,40.5,,19.75,21,,,,,23.75,,19.75,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/5699-1_Raul_WC_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/5699-1_Raul_WC1_HR.jpg,,,,,,,,,,,,,,RAUL WING CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=5699-1
8352,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,31.5,43,,20.5,20.5,,,,,26,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/8352_Raleigh_WC_HR.jpg,,,,,,,,,,,,,,,RALEIGH WING CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=8352
UL6361,,,,,,,,,,,,,,,,,,,,,Benches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42,17,,,,,,,,,,,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6-29-2017_12-03-56_PM_1_HR.jpg,,,,,,,,,,,,,,,RELIC BENCH,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=UL6361
4841,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.75,21,18.75,,,,,,,,,,18.75,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4841_Sumptuous_BO_HR.jpg,,,,,,,,,,,,,,,SUMPTUOUS OTTOMAN,,,,,,Shown with optional nails. Standard without nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=4841
4840-TS,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,42,42.5,,19,21,,,,,26.5,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4840-TS_Sumptuous_WC1_HR.jpg,,,,,,,,,,,,,,,SUMPTUOUS TUFTED SEAT WING CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=4840-TS
9461G,,,,,,,,,,,,,,,,,,,,,Swivel Gliders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,35,,19,22,,,,,23.5,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/9461G_Sullivan_SG_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/9461G_Sullivan_DocOcean_0915_HR.jpg,,,,,,,,,,,,,,SULLIVAN CHAIR,,,,,,This chair swivels and glides.,,,https://www.hancockandmoore.com/Products/Detail?SKU=9461G
134-24,,,,,,,,,,,,,,,,,,,,,Counter Stools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,29,41.5,,18.75,19.5,,,,,30.5,,24,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/134-24.jpg,,,,,,,,,,,,,,,SULLINS SWIVEL COUNTER STOOL,,,,,,Shown as bar height.; Swivels and returns.; No Footrest Available.,,,https://www.hancockandmoore.com/Products/Detail?SKU=134-24
134-30,,,,,,,,,,,,,,,,,,,,,Bar Stools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,29,47.5,,18.75,19.5,,,,,36.5,,30,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/134-30_Sullins_BG_HR.jpg,,,,,,,,,,,,,,,SULLINS SWIVEL BAR STOOL,,,,,,Swivels and returns.; No Footrest Available.,,,https://www.hancockandmoore.com/Products/Detail?SKU=134-30
4263,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,39.5,34,,69.5,23,,,,,24,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4263_Studio_SO_HR.jpg,,,,,,,,,,,,,,,STUDIO SOFA,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=4263
4260,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,18.5,19,,,,,,,,,,,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4260_HR.jpg,,,,,,,,,,,,,,,STUDIO OTTOMAN,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=4260
4261,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75,39.5,34,,19,22,,,,,24,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4261_Studio_SO_HR.jpg,,,,,,,,,,,,,,,STUDIO CHAIR,,,,,,Shown with 4260 Studio Ottoman.,,,https://www.hancockandmoore.com/Products/Detail?SKU=4261
4262,,,,,,,,,,,,,,,,,,,,,Sofa / Chair Collections,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,39.5,34,,58,23,,,,,24,,20,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4262_Studio_SO_HR.jpg,,,,,,,,,,,,,,,STUDIO APARTMENT SIZE SOFA,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=4262
5723-S,,,,,,,,,,,,,,,,,,,,,Swivels and Swivel Rockers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,35.25,33.5,,21.25,21.25,,,,,26.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/5723-S_Strada_SG1_HR.jpg,,,,,,,,,,,,,,,STRADA CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=5723-S
H7215,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,38.5,42,,21,20,,,,,25.5,,19.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_OPEN_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_BK_HR.jpg,,,,,,,,,,,,,STILLWELL RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=H7215
H7215-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,38.5,42,,21,20,,,,,25.5,,19.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_HR_97937.jpg,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_OPEN_HR_75363.jpg,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_BK_HR_60637.jpg,,,,,,,,,,,,,STILLWELL POWER RECLINER WITH BATTERY,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=H7215-PRB
H7215-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,38.5,42,,21,20,,,,,25.5,,19.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_HR_38692.jpg,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_OPEN_HR_61266.jpg,https://www.hancockandmoore.com/Documents/prod-images/H7215_Stillwell_FenCed_MD_1023_BK_HR_62168.jpg,,,,,,,,,,,,,STILLWELL POWER RECELINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=H7215-PR
4840,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,42,43,,19,21,,,,,27.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/4840_Sumptuous_1_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/4840_Sumptuous_ST2_HR.jpg,,,,,,,,,,,,,,SUMPTUOUS CHAIR,,,,,,First image shown with nails. Standard without nails.,,,https://www.hancockandmoore.com/Products/Detail?SKU=4840
6810-1,,,,,,,,,,,,,,,,,,,,,Stationary Lounge Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,37,37,,21,20.5,,,,,25,,20.75,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6810-1_Ramshorn_HydParBroBur_BogCoc_Esp_1022_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6810-O_Ramshorn_HydParBroBur_BogCoc_Esp_1022_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6810-1_Ramshorn_HydParBroBur_BogCoc_Esp_1022_BK_HR.jpg,,,,,,,,,,,,,RAMSHORN CHAIR,,,,,,Shown with DD nails.  Standard with A nails.; Dark Brown Belt Leather on arm panels standard as shown.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6810-1
1180-PRB-FT,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25,38.5,44.25,,20.5,21,,,,,25.25,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1180-FT_HR_76600.jpg,,,,,,,,,,,,,,,SAMSON RECLINER W/BATTERY W/FLARED TRACK ARM,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1180-PRB-FT
7147,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,36.5,41,,20.5,18.5,,,,,23.75,,19,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1-6-2016_11-51-02_AM_1_HR.jpg,,,,,,,,,,,,,,,WELDON RECLINER,,,,,,"Shown with ""J"" nails.",,,https://www.hancockandmoore.com/Products/Detail?SKU=7147
6728,,,,,,,,,,,,,,,,,,,,,Occasional Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,29,38.5,,20,24,,,,,24.25,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6728_Bristol_KeeMol_BogChe_Espresso_1021_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6728_Bristol_KeeMol_BogChe_Espresso_1021_BK_HR.jpg,,,,,,,,,,,,,,BRISTOL CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6728
1054-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38,43.5,,20.5,20.5,,,,,25.5,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1054_Greyson_MT_HR.jpg,,,,,,,,,,,,,,,GREYSON POWER RECLINER W/BATTERY,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1054-PRB
1053-PRB,,,,,,,,,,,,,,,,,,,,,No Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38,43,,20.5,20,,,,,25.5,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1053_Greyson_MT_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053_Greyson_MT2_HR.jpg,,,,,,,,,,,,,,GREYSON POWER RECLINER W/BATTERY,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1053-PRB
1053-PR-HR,,,,,,,,,,,,,,,,,,,,,Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38,43,,20.5,20,,,,,25.5,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1053-PR-HR_Greyson_MalSan_Java_1021_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053-PR-HR_Greyson_MalSan_Java_1021_OPEN_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053-PR-HR_Greyson_MalSan_Java_1021_OPEN2_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053-PR-HR_Greyson_MalSan_Java_1021_BK_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053-PR-HR_Greyson_MalSan_Java_1021_DETAIL_HR.jpg,,,,,,,,,,,GREYSON POWER RECLINER W/ARTICULATING HEADREST,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1053-PR-HR
1098-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,39,43.5,,22,21,,,,,26,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1098_Greyson_NirCla_Chestnut_1018_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1098_Greyson_NirCla_Chestnut_1018_OPEN_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1098_Greyson_NirCla_Chestnut_1018_BK_HR.jpg,,,,,,,,,,,,,GREYSON POWER RECLINER W/ BATTERY,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1098-PRB
1053-PR,,,,,,,,,,,,,,,,,,,,,No Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38,43,,20.5,20,,,,,25.5,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1053_Greyson_MT_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053_Greyson_MT2_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/1053_Greyson_DreamTaupe_MD_0117_HR_78053.jpg,,,,,,,,,,,,,GREYSON POWER RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1053-PR
1054-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,38,43.5,,20.5,20.5,,,,,25.5,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1054_Greyson_MT_HR.jpg,,,,,,,,,,,,,,,GREYSON POWER RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1054-PR
1098-PR,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,39,43.5,,22,21,,,,,26,,21.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/1098_Greyson_NirCla_Chestnut_1018_HR_78198.jpg,https://www.hancockandmoore.com/Documents/prod-images/1098_Greyson_NirCla_Chestnut_1018_OPEN_HR_23331.jpg,https://www.hancockandmoore.com/Documents/prod-images/1098_Greyson_NirCla_Chestnut_1018_BK_HR_78198.jpg,,,,,,,,,,,,,GREYSON POWER RECLINER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=1098-PR
6113-Q,,,,,,,,,,,,,,,,,,,,,Wing Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,37.5,42,,18,24,,,,,26.5,,18,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6113-Q_Brogan_WC1_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/6113-Q_Brogan_WC2_HR.jpg,,,,,,,,,,,,,,BROGAN QUILTED BACK CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6113-Q
6243,,,,,,,,,,,,,,,,,,,,,Ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,44.5,20.25,,,,,,,,,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/6-27-2016_1-09-43_PM_1_HR.jpg,,,,,,,,,,,,,,,GRETA COCKTAIL OTTOMAN,,,,,,This ottoman is not available without tufting.  Please see style 6338 for non-tufted version.,,,https://www.hancockandmoore.com/Products/Detail?SKU=6243
7128-PRB,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,39,40,,22,21,,,,,23,,19.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/7128_Martini_MT1_HR.jpg,,,,,,,,,,,,,,,MARTINI POWER RECLINER W/BATTERY,,,,,,This style is not available without nails or with nails spaced around the arms. Nail placement is standard as shown.,,,https://www.hancockandmoore.com/Products/Detail?SKU=7128-PRB
2M19NM,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,42.25,39,,,,,,,,25.25,,,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2M19NM_Your-Way-Motion-2_LyrClo_1022_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2M_NM_Your-Way-Motion-2_LyrClo_Java_1022_back_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2M_NM_Your-Way-Motion-2_LyrClo_Java_1022_HR.jpg,,,,,,,,,,,,,YOUR WAY MOTION 2 CONSOLE,,,,,,Black cupholders are standard.  Stainless steel available as an option.,,,https://www.hancockandmoore.com/Products/Detail?SKU=2M19NM
6338,,,,,,,,,,,,,,,,,,,,,Ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,44.5,20.25,,,,,,,,,,20.25,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/12-19-2016_12-36-58_PM_1_HR.jpg,,,,,,,,,,,,,,,GRETA TIGHT TOP OTTOMAN,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=6338
2Y83,,,,,,,,,,,,,,,,,,,,,Sofas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,38,36.5,,71,20,,,,,24.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y83_PenFro_Java_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y83_PenFro_Java_1024_SO_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y83_YourWay2_DeaSad_RM_1024_BK_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y83_YourWay2_DeaSad_RM_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y83_YourWay2_DeaSad_RM_1024_SO_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/YOURWAY_2_MODERN_web.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y83_PenFro_Java_1024_BK_HR.jpg,,,,,,,,,YOUR WAY MODERN SOFA,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y83
2M18NM,,,,,,,,,,,,,,,,,,,,,Power Recliners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,42.25,39,,,,,,,,25.25,,,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2M18NM_Your-Way-Motion-2_LyrClo_1022_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2M_NM_Your-Way-Motion-2_LyrClo_Java_1022_back_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2M_NM_Your-Way-Motion-2_LyrClo_Java_1022_HR.jpg,,,,,,,,,,,,,YOUR WAY MOTION 2 CONSOLE,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2M18NM
2Y60,,,,,,,,,,,,,,,,,,,,,Sofas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,38,36.5,,48,20,,,,,24.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y60_YourWay2_FenSto_RM_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y60_YourWay2_FenSto_RM_1024_SO_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y60_YourWay2_FenSto_RM_1024_BK_HR.jpg,,,,,,,,,,,,,YOUR WAY MODERN LOVESEAT,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y60
2Y21,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,38,36.5,,47,20,,,,,24.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y21_2Y14_2Y22_FontBisq_Cyrus_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y21_2Y14_2Y22_FontBisq_Cyrus_1024_2_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y21_2Y14_2Y22_FontBisq_Cyrus_1024_BK_HR.jpg,,,,,,,,,,,,,YOUR WAY MODERN LAF LOVESEAT,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y21
2Y11,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,38,36.5,,24,20,,,,,24.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y11_2Y10_2Y13_2Y22_BayPar_Java_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y11_2Y10_2Y13_2Y22_BayPar_Java_1024_BK_HR.jpg,,,,,,,,,,,,,,YOUR WAY MODERN LAF CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y11
2Y01,,,,,,,,,,,,,,,,,,,,,Stationary Lounge Chairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,38,36.5,,22.5,20,,,,,24.5,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y01_YourWay2_FinCyp_RM_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y01_YourWay2_FinCyp_RM_1024_SO_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y01SKTKTSA_YourWay2_PenMoc_Java_1024_BK_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y01SKTKTSA_YourWay2_PenMoc_Java_1024_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y01SKTKTSA_YourWay2_PenMoc_Java_1024_SO_HR.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y01_YourWay2_FinCyp_RM_1024_BK_HR.jpg,,,,,,,,,,YOUR WAY MODERN CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y01
2Y13,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,38,36.5,,46,20,,,,,,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y11_2Y10_2Y13_2Y22_BayPar_Java_1024_HR_64739.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y11_2Y10_2Y13_2Y22_BayPar_Java_1024_BK_HR_73916.jpg,,,,,,,,,,,,,,YOUR WAY MODERN ARMLESS QUARTER ROUND,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y13
2Y14,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,36.5,,23,20,,,,,,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y21_2Y14_2Y22_FontBisq_Cyrus_1024_HR_63334.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y21_2Y14_2Y22_FontBisq_Cyrus_1024_2_HR_95626.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y21_2Y14_2Y22_FontBisq_Cyrus_1024_BK_HR_95626.jpg,,,,,,,,,,,,,YOUR WAY MODERN ARMLESS CORNER,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y14
2Y10,,,,,,,,,,,,,,,,,,,,,Sectionals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,38,36.5,,23,20,,,,,,,20.5,,,,,,,,,,,,,https://www.hancockandmoore.com/Documents/prod-images/2Y11_2Y10_2Y13_2Y22_BayPar_Java_1024_HR_65243.jpg,https://www.hancockandmoore.com/Documents/prod-images/2Y11_2Y10_2Y13_2Y22_BayPar_Java_1024_BK_HR_53046.jpg,,,,,,,,,,,,,,YOUR WAY MODERN ARMLESS CHAIR,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=2Y10
H1T-125-MAP,,,,,,,,,,,,,,,,,,,,,Headboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,5,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YOUR WAY LYDIA TUFTED QUEEN HEADBOARD,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=H1T-125-MAP
H1P-125-MAP,,,,,,,,,,,,,,,,,,,,,Headboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,3.75,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YOUR WAY LYDIA PLAIN QUEEN HEADBOARD,,,,,,,,,https://www.hancockandmoore.com/Products/Detail?SKU=H1P-125-MAP
